PROBEID,SYMBOL,GENENAME,LOGFC,AVEEXPR,T,P.VALUE,ADJ.P.VAL,B,CONDITION,TIME
208644_at,PARP1,poly(ADP-ribose) polymerase 1,-0.277200394,5.576447096,-4.046605347,0.000143349,0.004218487,0.844670527,1,29.17
224604_at,C4orf3,chromosome 4 open reading frame 3,0.413238285,6.557515812,4.04638531,0.000143456,0.0042193,0.843983754,0,30.98
1569053_at,AP3M2,adaptor related protein complex 3 subunit mu 2,-0.331245341,3.992960955,-4.045549085,0.000143864,0.004228939,0.841373954,1,109.2
209504_s_at,PLEKHB1,pleckstrin homology domain containing B1,-0.428711905,4.778988475,-4.043073211,0.000145076,0.00425156,0.833648733,1,8.38
241981_at,FAM20A,FAM20A golgi associated secretory pathway pseudokinase,0.464797617,4.951178434,4.042997968,0.000145113,0.00425156,0.833414005,0,8.38
1569126_at,CCNC,cyclin C,-0.388865299,5.797729639,-4.042594491,0.000145312,0.004253513,0.832155344,1,50
1554875_at,CAMKMT,calmodulin-lysine N-methyltransferase,-0.500425871,4.294967461,-4.042374883,0.00014542,0.004253513,0.831470299,1,25.03
212888_at,DICER1,"dicer 1, ribonuclease III",0.361431701,7.33397896,4.04205181,0.000145579,0.004253614,0.830462548,0,37.02
201470_at,GSTO1,glutathione S-transferase omega 1,0.280637743,8.682495912,4.042043268,0.000145583,0.004253614,0.830435903,0,15.14
232080_at,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",0.551561923,3.968464103,4.040960751,0.000146118,0.004264558,0.827059577,0,0
228660_x_at,SEMA4F,ssemaphorin 4F,-0.296543257,4.204383769,-4.040674502,0.00014626,0.004266353,0.826166866,1,18.17
232425_at,SNX25,sorting nexin 25,-0.531191172,6.0691814,-4.04027773,0.000146457,0.004269749,0.824929529,1,21.71
212585_at,OSBPL8,oxysterol binding protein like 8,0.576778354,7.136792106,4.039220535,0.000146983,0.00428272,0.821633,0,98.16
242007_at,FBXO30,F-box protein 30,0.537970441,4.649925241,4.038720152,0.000147232,0.004287635,0.820072886,0,34.03
243851_at,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,-0.279267827,5.304219918,-4.037999798,0.000147592,0.004292283,0.817827135,1,8.38
207983_s_at,STAG2,STAG2 cohesin complex component,0.298952192,7.542113849,4.037695912,0.000147744,0.004292283,0.816879817,0,26.02
219273_at,CCNK,cyclin K,-0.201673643,9.010408226,-4.037662701,0.00014776,0.004292283,0.81677629,1,12.16
214283_at,TMEM97,transmembrane protein 97,0.310497214,6.474529987,4.037592584,0.000147795,0.004292283,0.816557719,0,32.06
212449_s_at,LYPLA1,lysophospholipase 1,0.604452855,5.098157757,4.036697122,0.000148244,0.004302969,0.813766533,0,19.05
200675_at,CD81,CD81 molecule,-0.319064647,6.86219429,-4.036320629,0.000148433,0.004306108,0.8125931,1,10.12
224782_at,ZMAT2,zinc finger matrin-type 2,0.33858084,8.419609477,4.03502736,0.000149085,0.00432029,0.808562782,0,44.65
212785_s_at,LARP7,"La ribonucleoprotein 7, transcriptional regulator",0.412706115,5.828977904,4.033075684,0.000150073,0.004346562,0.802482022,0,20.01
231870_s_at,NMD3,NMD3 ribosome export adaptor,0.571488606,5.212635943,4.032624171,0.000150303,0.004350839,0.801075501,0,36.01
223822_at,SUSD4,sushi domain containing 4,-0.562222245,3.768842781,-4.032266034,0.000150485,0.004353745,0.799959922,1,12.42
227197_at,ARHGEF26,Rho guanine nucleotide exchange factor 26,-0.427073373,3.820978046,-4.031669074,0.000150789,0.004360177,0.798100549,1,25.99
212260_at,GIGYF2,GRB10 interacting GYF protein 2,-0.19384022,8.985955906,-4.030937328,0.000151163,0.004362623,0.795821567,1,0
212826_s_at,SLC25A6,solute carrier family 25 member 6,-0.266530395,10.69198741,-4.030717215,0.000151276,0.004362623,0.795136086,1,1.02
220436_at,CNTNAP3P2,CNTNAP3 pseudogene 2,0.574937453,3.583536686,4.029624489,0.000151836,0.004376165,0.791733405,0,32.03
239041_at,H2AC15,H2A clustered histone 15,0.4927902,2.84978643,4.028668882,0.000152328,0.004385581,0.788758134,0,10.51
227093_at,USP36,ubiquitin specific peptidase 36,-0.333831975,5.857954702,-4.028341355,0.000152497,0.004388067,0.787738479,1,6.01
217267_s_at,LINC01278,long intergenic non-protein coding RNA 1278,-0.49596595,3.050673309,-4.025448051,0.000153997,0.004424037,0.778733115,1,37.78
232057_at,SLC7A6OS,solute carrier family 7 member 6 opposite strand,-0.265671467,8.362117365,-4.024803436,0.000154333,0.004431297,0.776727268,1,71.48
220589_s_at,ITFG2,integrin alpha FG-GAP repeat containing 2,-0.222366804,5.517400355,-4.021989742,0.000155808,0.004461603,0.767974072,1,14.29
44040_at,FBXO41,F-box protein 41,-0.28547551,6.310790911,-4.020371988,0.000156662,0.004481238,0.76294295,1,27
211934_x_at,GANAB,glucosidase II alpha subunit,-0.340534684,6.420127652,-4.02000102,0.000156859,0.004484447,0.761789426,1,34
213930_at,ATG12,autophagy related 12,0.428037794,3.912878045,4.018285573,0.000157771,0.004505671,0.756456046,0,6.04
240020_at,CYB5R4,cytochrome b5 reductase 4,0.359817069,4.958579474,4.016162659,0.000158907,0.0045308,0.749857654,0,34.03
215537_x_at,DDAH2,"DDAH family member 2, ADMA-independent",0.275650625,5.192145307,4.01459039,0.000159753,0.004552483,0.744972062,0,2
214287_s_at,CDK13,cyclin dependent kinase 13,-0.256955076,7.395215202,-4.013519667,0.000160332,0.004566527,0.741645582,1,17.02
227425_at,REPS2,RALBP1 associated Eps domain containing 2,0.585866806,6.049831463,4.01174089,0.000161297,0.004586663,0.73612048,0,32.03
209558_s_at,HIP1R,huntingtin interacting protein 1 related,-0.274182615,5.535449147,-4.011189296,0.000161598,0.004591888,0.734407447,1,29.17
1553917_at,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing",-0.318504773,6.002395574,-4.010961072,0.000161723,0.004591888,0.733698714,1,2.66
212754_s_at,MON2,"MON2 homolog, regulator of endosome-to-Golgi trafficking",0.378764952,6.327802571,4.0102771,0.000162096,0.004597086,0.731574827,0,38.01
200037_s_at,CBX3,chromobox 3,0.451541369,6.455233029,4.009554506,0.000162492,0.00460352,0.729331236,0,13.4
201573_s_at,ETF1,eukaryotic translation termination factor 1,0.258512439,6.249924766,4.009546735,0.000162497,0.00460352,0.729307109,0,7.16
207129_at,CA5B,carbonic anhydrase 5B,-0.464711366,7.494352032,-4.007944665,0.000163378,0.004623032,0.724333667,1,0
220980_s_at,ADPGK,ADP dependent glucokinase,0.211078665,7.895377587,4.007820077,0.000163446,0.004623032,0.723946944,0,21.98
1554595_at,SYMPK,symplekin scaffold protein,-0.474919105,8.235357777,-4.005551991,0.000164702,0.004653593,0.716908023,1,78.65
238327_at,CIMAP1B,ciliary microtubule associated protein 1B,0.575742296,5.474211682,4.005003684,0.000165007,0.00465405,0.715206716,0,12.61
230585_at,KCNJ15,potassium inwardly rectifying channel subfamily J member 15,0.812413094,5.305362504,4.004972153,0.000165024,0.00465405,0.715108885,0,4.04
214100_x_at,NSUN5P1,NSUN5 pseudogene 1,-0.32562153,8.12701159,-4.004821377,0.000165108,0.00465405,0.714641079,1,2
218619_s_at,SUV39H1,SUV39H1 histone lysine methyltransferase,-0.472244206,6.210118976,-4.004578806,0.000165243,0.00465405,0.713888484,1,14.29
209310_s_at,CASP4,caspase 4,0.351190809,9.341582205,4.004162649,0.000165476,0.00465812,0.712597388,0,124.18
224922_at,CSNK2A2,casein kinase 2 alpha 2,-0.241829822,6.568152822,-4.002869989,0.000166199,0.00467105,0.708587504,1,139.06
241472_at,DMXL1,Dmx like 1,-0.377922369,5.334608523,-4.002253821,0.000166544,0.004678293,0.706676389,1,130.55
224919_at,MRPS6,mitochondrial ribosomal protein S6,-0.207592388,8.299264743,-4.001816736,0.00016679,0.004682718,0.705320822,1,16.33
218830_at,RPL26L1,ribosomal protein L26 like 1,0.420529926,5.218669306,4.000096446,0.00016776,0.004703237,0.699986388,0,30.03
202708_s_at,H2BC21,H2B clustered histone 21,0.494315011,7.871007775,4.000050286,0.000167786,0.004703237,0.699843269,0,17.84
220346_at,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like,0.403646482,1.833323661,3.999519987,0.000168087,0.004706688,0.698199149,0,25.03
227051_at,BACE2,beta-secretase 2,0.355303394,1.630510292,3.998655899,0.000168577,0.00471753,0.695520428,0,12.48
239232_at,MSI2,musashi RNA binding protein 2,-0.413481609,5.123884005,-3.998400943,0.000168722,0.00471753,0.694730114,1,30.42
1555105_a_at,MIER1,MIER1 transcriptional regulator,0.327402927,7.499768091,3.998182653,0.000168846,0.00471753,0.694053484,0,9.56
231846_at,FOXRED2,FAD dependent oxidoreductase domain containing 2,-0.225104814,4.777534622,-3.997719748,0.00016911,0.004718202,0.692618689,1,9.07
234013_at,TRAV12-1,T cell receptor alpha variable 12-1,-0.636522314,6.454909716,-3.997702962,0.000169119,0.004718202,0.692566663,1,26.41
214457_at,HOXA2,homeobox A2,0.477936093,4.685517809,3.997418297,0.000169281,0.004719836,0.691684383,0,10.78
210279_at,GPR18,G protein-coupled receptor 18,-0.318839339,7.577365463,-3.997080453,0.000169474,0.004719836,0.690637326,1,44.88
225192_at,CACUL1,CDK2 associated cullin domain 1,0.326771269,8.089021403,3.997006304,0.000169517,0.004719836,0.690407528,0,49.8
201845_s_at,RYBP,RING1 and YY1 binding protein,0.435076562,6.946416426,3.996977798,0.000169533,0.004719836,0.690319186,0,27
202577_s_at,DDX19A,DEAD-box helicase 19A,-0.241148288,6.132477631,-3.996414056,0.000169855,0.004724483,0.688572161,1,32.98
219087_at,ASPN,asporin,-0.377679798,3.610420208,-3.996375088,0.000169878,0.004724483,0.688451405,1,0
227438_at,ALPK1,alpha kinase 1,0.511639022,6.865590297,3.995363859,0.000170457,0.004735652,0.685318005,0,10.28
1570588_at,MPRIP-AS1,MPRIP antisense RNA 1,-0.426267199,4.932315468,-3.992390339,0.000172173,0.004768371,0.676106908,1,33.02
233156_at,RNASEH2B,ribonuclease H2 subunit B,-0.420812104,5.051256161,-3.991196399,0.000172867,0.004780682,0.672409552,1,7.52
200619_at,SF3B2,splicing factor 3b subunit 2,-0.215024817,10.11251954,-3.990857219,0.000173065,0.004780682,0.671359306,1,18.04
202256_at,CD2BP2,CD2 cytoplasmic tail binding protein 2,-0.177696245,7.588392378,-3.989257716,0.000173999,0.004796442,0.666407266,1,17.02
228426_at,CLEC2D,C-type lectin domain family 2 member D,-0.43343337,7.310348783,-3.9883681,0.000174521,0.004805843,0.663653526,1,18.27
1554618_at,AGFG2,ArfGAP with FG repeats 2,-0.359053857,6.135350377,-3.987674359,0.000174929,0.00481096,0.661506351,1,32.95
227336_at,DTX1,deltex E3 ubiquitin ligase 1,-0.344084286,4.633411808,-3.987662679,0.000174936,0.00481096,0.661470202,1,21.35
223028_s_at,SNX9,sorting nexin 9,-0.366021988,6.004710128,-3.987490733,0.000175037,0.00481096,0.660938054,1,10.68
203307_at,GNL1,G protein nucleolar 1 (putative),-0.18151764,6.345444872,-3.986997102,0.000175328,0.00481096,0.659410406,1,8.34
217905_at,MCMBP,minichromosome maintenance complex binding protein,0.378196981,5.386012297,3.986926758,0.00017537,0.00481096,0.65919272,0,26.15
202164_s_at,CNOT8,CCR4-NOT transcription complex subunit 8,0.346192697,6.760068144,3.986572641,0.000175579,0.00481096,0.658096907,0,12.19
223251_s_at,ANKRD10,ankyrin repeat domain 10,0.303760598,9.00960577,3.986496221,0.000175624,0.00481096,0.657860434,0,34
205480_s_at,UGP2,UDP-glucose pyrophosphorylase 2,0.250613502,7.969704627,3.986303969,0.000175738,0.00481096,0.657265539,0,18.82
201934_at,WDR82,WD repeat domain 82,-0.240922988,8.867648664,-3.986210422,0.000175793,0.00481096,0.656976082,1,32.03
244490_at,LINC01355,long intergenic non-protein coding RNA 1355,-0.262136654,2.792362971,-3.984642977,0.000176723,0.004833914,0.652126569,1,24.67
1487_at,ESRRA,estrogen related receptor alpha,0.206018361,5.45036874,3.983615862,0.000177335,0.004841157,0.648949387,0,5.03
229676_at,MTPAP,mitochondrial poly(A) polymerase,-0.303415326,8.13483129,-3.983586671,0.000177352,0.004841157,0.648859096,1,15.6
238939_at,ADD1,adducin 1,-0.325070159,6.538505402,-3.982379053,0.000178074,0.004847284,0.645124187,1,26.02
231736_x_at,MGST1,microsomal glutathione S-transferase 1,0.394655962,4.981244639,3.982143883,0.000178215,0.004847284,0.644396932,0,109.2
221516_s_at,MIEF1,mitochondrial elongation factor 1,-0.294771947,7.043441662,-3.981236207,0.00017876,0.004853706,0.641590212,1,20.01
212300_at,TXLNA,taxilin alpha,-0.248247793,6.538918024,-3.980463499,0.000179225,0.00485879,0.639201133,1,49.93
203545_at,ALG8,"ALG8 alpha-1,3-glucosyltransferase",-0.321089058,6.469878393,-3.980278773,0.000179336,0.00485879,0.638630033,1,13.93
207132_x_at,PFDN5,prefoldin subunit 5,0.63867778,9.271632992,3.980072619,0.000179461,0.00485879,0.637992705,0,24.11
210176_at,TLR1,toll like receptor 1,0.499997764,8.354070695,3.97970336,0.000179684,0.00486235,0.63685118,0,0
228812_at,REL,"REL proto-oncogene, NF-kB subunit",0.440081442,5.912703358,3.978596514,0.000180354,0.004875514,0.633429859,0,51.28
1559545_at,SNRPN,small nuclear ribonucleoprotein polypeptide N,-0.355858185,5.141145788,-3.978275264,0.000180549,0.004878302,0.632436962,1,20.27
211682_x_at,UGT2B28,UDP glucuronosyltransferase family 2 member B28,0.666765008,5.202054661,3.977106199,0.00018126,0.004892537,0.628824088,0,13.96
213825_at,OLIG2,oligodendrocyte transcription factor 2,0.444969756,4.481030037,3.976468177,0.000181649,0.004898066,0.626852613,0,6.04
208376_at,CCR4,C-C motif chemokine receptor 4,-0.314977118,5.594518403,-3.976007895,0.00018193,0.004903162,0.625430461,1,46.98
212620_at,ZNF609,zinc finger protein 609,-0.298840929,7.548361707,-3.975258818,0.000182389,0.00491303,0.623116218,1,49.8
225383_at,ZNF275,zinc finger protein 275,-0.356205069,6.231787631,-3.974342182,0.000182951,0.004923197,0.620284653,1,12.19
205963_s_at,DNAJA3,DnaJ heat shock protein family (Hsp40) member A3,-0.259479169,5.449160136,-3.973260791,0.000183617,0.004938618,0.616944637,1,10.12
223017_at,TXNDC12,thioredoxin domain containing 12,0.268263112,7.798382296,3.972314252,0.000184202,0.004951842,0.614021565,0,20.53
226733_at,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",0.456910327,3.019350668,3.971741685,0.000184557,0.004956517,0.612253579,0,23.98
207513_s_at,ZNF189,zinc finger protein 189,0.348460933,4.069541563,3.971405515,0.000184765,0.004959456,0.611215617,0,20.99
210607_at,FLT3LG,fms related receptor tyrosine kinase 3 ligand,-0.34292646,5.995529846,-3.969625642,0.000185873,0.004986124,0.605720905,1,10.68
209497_s_at,RBM4B,RNA binding motif protein 4B,-0.33622806,8.222289931,-3.968640225,0.000186489,0.004995639,0.602679408,1,19.97
214583_at,DDI2,DNA damage inducible 1 homolog 2,-0.277036553,3.874115887,-3.968020931,0.000186878,0.005000996,0.600768179,1,32.03
202753_at,PSMD6,"proteasome 26S subunit, non-ATPase 6",0.205970875,8.056539204,3.966580843,0.000187783,0.005016759,0.596324536,0,20.01
213136_at,PTPN2,protein tyrosine phosphatase non-receptor type 2,0.358801639,7.790041219,3.965843269,0.000188249,0.005022518,0.594048989,0,16.33
210440_s_at,CDC14A,cell division cycle 14A,-0.309205656,7.315415418,-3.964788951,0.000188916,0.005036245,0.590796661,1,42.74
209662_at,CETN3,centrin 3,0.552921222,3.510256109,3.964701642,0.000188971,0.005036245,0.590527353,0,14.03
237425_at,SORCS3-AS1,SORCS3 antisense RNA 1,0.227813665,2.315841613,3.964581748,0.000189048,0.005036245,0.590157545,0,18.27
217885_at,IPO9,importin 9,-0.249147517,6.485038259,-3.963680705,0.00018962,0.005048966,0.587378524,1,139.06
203169_at,RGP1,"RGP1 homolog, RAB6A GEF complex partner 1",-0.185545546,7.779064598,-3.963172005,0.000189944,0.00505506,0.585809739,1,46.98
200969_at,SERP1,stress associated endoplasmic reticulum protein 1,0.523723643,6.183649144,3.962629668,0.00019029,0.005060109,0.584137351,0,30.98
228790_at,FAM110B,family with sequence similarity 110 member B,0.525460584,4.331237826,3.962576135,0.000190324,0.005060109,0.58397228,0,9.86
228298_at,PCED1B,PC-esterase domain containing 1B,-0.330243839,5.49090303,-3.962250785,0.000190532,0.005060783,0.58296908,1,37.02
205571_at,LIPT1,lipoyltransferase 1,0.336509363,5.871057735,3.962238398,0.00019054,0.005060783,0.582930884,0,10.05
225897_at,MARCKS,myristoylated alanine rich protein kinase C substrate,0.640759026,6.876294337,3.961510714,0.000191006,0.00507062,0.580687288,0,12.68
223070_at,SELENOK,selenoprotein K,0.459903914,7.791838434,3.960228722,0.000191829,0.005087391,0.576735239,0,12.09
223311_s_at,MTA3,metastasis associated 1 family member 3,-0.238538201,5.090870693,-3.957451885,0.000193624,0.00512221,0.568177536,1,57.98
237179_at,PCMTD2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2,-0.295140865,4.742028461,-3.95663543,0.000194154,0.005129414,0.565662043,1,9.69
226860_at,TMEM19,transmembrane protein 19,-0.362580745,5.628946101,-3.9560853,0.000194513,0.005130411,0.563967266,1,18.04
206468_s_at,METTL13,"methyltransferase 13, eEF1A N-terminus and K55",-0.299937773,5.22723592,-3.954735618,0.000195395,0.005148565,0.55980991,1,24.11
207351_s_at,SH2D2A,SH2 domain containing 2A,-0.415932705,6.144784501,-3.953883575,0.000195954,0.005158175,0.557185835,1,25.03
226261_at,ZNRF2,zinc and ring finger 2,0.361663081,6.395884501,3.953581058,0.000196153,0.005160852,0.55625424,0,0.99
202001_s_at,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,0.392018056,6.334592886,3.952701621,0.000196732,0.005173523,0.553546268,0,20.01
1560599_a_at,CEP89,centrosomal protein 89,-0.265037367,5.609505587,-3.949417312,0.000198908,0.005206194,0.543436321,1,27.53
230176_at,UEVLD,UEV and lactate/malate dehyrogenase domains,0.326368864,3.494114977,3.949133789,0.000199097,0.005207392,0.542563798,0,133.08
205281_s_at,PIGA,phosphatidylinositol glycan anchor biosynthesis class A,0.542452264,2.92322454,3.948604414,0.000199451,0.005214067,0.540934777,0,32.16
204143_s_at,ENOSF1,enolase superfamily member 1,-0.406784311,6.14695869,-3.947932678,0.0001999,0.005223242,0.538867861,1,26.41
202776_at,DNTTIP2,deoxynucleotidyltransferase terminal interacting protein 2,0.387797503,6.814614976,3.947698221,0.000200057,0.005224776,0.53814649,0,39.39
209188_x_at,DR1,down-regulator of transcription 1,0.242884476,6.533871207,3.94635678,0.000200957,0.005238454,0.534019669,0,15.93
207057_at,SLC16A7,solute carrier family 16 member 7,-0.380049749,6.137908666,-3.946331056,0.000200975,0.005238454,0.53394054,1,32
203253_s_at,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2,0.435974014,3.734706183,3.945817914,0.00020132,0.005244889,0.532362131,0,3.02
218595_s_at,HEATR1,HEAT repeat containing 1,-0.273348311,8.763036594,-3.945428715,0.000201583,0.005249155,0.531165046,1,131.41
218454_at,PLBD1,phospholipase B domain containing 1,0.432481436,9.099460338,3.944509737,0.000202204,0.005262751,0.528338763,0,0
226204_at,RTL10,retrotransposon Gag like 10,-0.266564379,5.664178038,-3.944255809,0.000202376,0.005264648,0.527557884,1,14.42
221829_s_at,TNPO1,transportin 1,-0.239155136,9.339177361,-3.943930771,0.000202596,0.0052678,0.526558374,1,39.39
211188_at,CD84,CD84 molecule,-0.366047779,5.499090067,-3.941672655,0.000204133,0.005299984,0.519615867,1,18.99
218048_at,COMMD3,COMM domain containing 3,0.379207522,7.2130666,3.94137419,0.000204337,0.005302012,0.518698423,0,12.48
1556186_s_at,EMC1,ER membrane protein complex subunit 1,-0.417848801,5.650352097,-3.941266481,0.000204411,0.005302012,0.518367347,1,33.64
209566_at,INSIG2,insulin induced gene 2,0.404767605,7.014881792,3.937240658,0.000207182,0.005363114,0.505996656,0,19.02
214274_s_at,ACAA1,acetyl-CoA acyltransferase 1,0.205866897,7.46318769,3.936537498,0.00020767,0.005370824,0.503836725,0,139.06
225839_at,RBM33,RNA binding motif protein 33,0.217148463,8.253104006,3.936315286,0.000207824,0.005372203,0.503154194,0,32
213506_at,F2RL1,F2R like trypsin receptor 1,0.721858087,5.089705008,3.934776445,0.000208897,0.005394668,0.498428215,0,16.29
201483_s_at,SUPT4H1,"SPT4 homolog, DSIF elongation factor subunit",0.215155775,8.289568985,3.932911232,0.000210203,0.005425774,0.49270137,0,23.98
